Subset_Split,Design_Point,Activation_Function,Number_Neurons,Input_DO_Rate,Hidden_DO_Rate,Initial_Weight_Dist,Data_Scale,Rho,Epsilon,Shuffle_Train_Data,Dropout,DPt,Train_MSE,Test_MSE,Train_Time,Notes
2,7,Rectifier,2,0.190956102,0.251376292,UniformAdaptive,PM.5,0.738092026,3.82e-10,TRUE,TRUE,NA,0.14565497934118446,0.1336888473487546,0.14,NA
2,8,Tanh,3,0.134386094,0.127235678,Normal,ZO,0.728718226,2.98e-10,TRUE,TRUE,NA,0.05237046524699025,0.0567396973943585,0.506,NA
2,9,Rectifier,1,0.209829633,0.146593417,Uniform,ZO,0.735658011,3.97e-10,FALSE,TRUE,NA,0.17873168079011598,0.175325087389054,0.043,NA
2,10,Tanh,3,0.11964957,0.23764315,Uniform,PM.5,0.763038145,3.29e-10,FALSE,TRUE,NA,0.007819695133646628,0.006758752592038774,0.369,NA
2,11,Tanh,1,0.108868387,0.210124135,UniformAdaptive,ZO,0.737542169,2.7e-10,TRUE,TRUE,NA,0.13444354067585007,0.12307708688252668,0.09,NA
2,12,Tanh,2,0.098906505,0.189818116,Normal,PM1,0.752751476,3.49e-10,TRUE,TRUE,NA,0.0524239331488324,0.0475877694793131,0.493,NA
2,13,Rectifier,3,0.026416222,0.19879797,Normal,PM1,0.72600004,3.22e-10,TRUE,TRUE,NA,0.5541876281176777,0.5202824641033168,0.194,NA
2,14,Tanh,1,0.04571026,0.24904325,Normal,ZO,0.769233991,2.9e-10,FALSE,TRUE,NA,0.063059419888715,0.07305109840986387,0.465,NA
2,15,Tanh,1,0.061620564,0.083317536,Normal,ZO,0.760305326,2.85e-10,FALSE,TRUE,NA,0.06342445932455974,0.07482800549380057,0.371,NA
2,16,Tanh,3,0.137972617,0.326778908,UniformAdaptive,ZO,0.802002623,3.77e-10,FALSE,TRUE,NA,0.019781232584152326,0.02123475089052302,0.421,NA
2,17,Rectifier,2,0.235369775,0.274960426,Normal,PM1,0.775104852,3.59e-10,TRUE,TRUE,NA,0.5698735972433686,0.4954065957514243,0.425,NA
2,18,Tanh,2,0.144379811,0.155760718,UniformAdaptive,ZO,0.763982601,3.75e-10,FALSE,TRUE,NA,0.05758468992116497,0.07266980671371874,0.435,NA
2,19,Rectifier,1,0.211341299,0.095379893,UniformAdaptive,ZO,0.794271306,3.32e-10,TRUE,TRUE,NA,0.05477231866142088,0.06493063804903078,0.237,NA
2,20,Rectifier,1,0.220496434,0.114664919,Uniform,PM.5,0.761685759,3.51e-10,TRUE,TRUE,NA,0.1336061219022405,0.12410819093481477,0.157,NA
2,21,Tanh,2,0.040827781,0.316036109,UniformAdaptive,PM1,0.742606733,2.19e-10,TRUE,TRUE,NA,0.07354330782878897,0.06846564602876772,0.51,NA
2,22,Rectifier,3,0.004821584,0.270421993,Normal,PM1,0.730116391,1.88e-10,TRUE,TRUE,NA,0.7433728212532179,0.5748275930517597,0.118,NA
2,23,Rectifier,3,0.129706341,0.337761488,UniformAdaptive,ZO,0.747851033,2.63e-10,FALSE,TRUE,NA,0.024281564690408902,0.023103317012271474,0.279,NA
2,24,Tanh,1,0.186751235,0.321177902,Normal,ZO,0.751464244,2.02e-10,TRUE,TRUE,NA,0.08696598811253703,0.09205571889295938,0.476,NA
2,25,Tanh,3,0.016061828,0.290039822,Uniform,ZO,0.763758809,2.08e-10,TRUE,TRUE,NA,0.029640007569889264,0.03121184608134882,0.504,NA
2,26,Tanh,1,0.057564943,0.328146621,UniformAdaptive,PM1,0.789357134,2.76e-10,FALSE,TRUE,NA,0.24253182316478158,0.2996334993501307,0.363,NA
2,27,Rectifier,3,0.114965582,0.296562774,UniformAdaptive,ZO,0.777511658,3.07e-10,FALSE,TRUE,NA,0.03450377062787566,0.03856911500694676,0.437,NA
2,28,Tanh,1,0.021410396,0.268111457,Uniform,PM.5,0.781986403,3.96e-10,FALSE,TRUE,NA,0.057718818228722976,0.07108758545753596,0.205,NA
2,29,Rectifier,2,0.005924887,0.319464341,UniformAdaptive,ZO,0.792071191,3.61e-10,FALSE,TRUE,NA,0.09724884288529041,0.10462439116716316,0.103,NA
2,30,Rectifier,2,0.124490195,0.287295187,UniformAdaptive,PM.5,0.755535016,3.99e-10,TRUE,TRUE,NA,0.15086515569151202,0.13542111941239307,0.203,NA
2,31,Tanh,1,0.153559468,0.281430304,Uniform,PM1,0.733666632,3.17e-10,FALSE,TRUE,NA,0.2463524003653809,0.31197226080667856,0.417,NA
2,32,Tanh,1,0.051031222,0.308781757,Normal,PM.5,0.728503567,3.94e-10,TRUE,TRUE,NA,0.15990352236270275,0.17498784584843538,0.066,NA
2,33,Rectifier,1,0.322207519,0.052987026,UniformAdaptive,PM1,0.815340948,3.68e-10,TRUE,TRUE,NA,0.5843017299546756,0.5117263836819609,0.181,NA
2,34,Rectifier,2,0.300180442,0.015705225,Normal,ZO,0.778793281,3.54e-10,TRUE,TRUE,NA,0.14854132541217127,0.16637978742311638,0.115,NA
2,35,Tanh,3,0.254635362,0.101488474,Normal,PM1,0.790585492,2.67e-10,FALSE,TRUE,NA,0.030643898166889363,0.026973634058839194,0.519,NA
2,36,Tanh,1,0.338927628,0.072668825,Uniform,PM1,0.767297638,2.7e-10,FALSE,TRUE,NA,0.25564414573790173,0.33453191563192636,0.444,NA
2,37,Rectifier,1,0.216805201,0.036757066,Normal,ZO,0.770082689,3.15e-10,TRUE,TRUE,NA,0.15501340903683186,0.11873257095077605,0.052,NA
2,38,Rectifier,1,0.157220239,0.01088052,Normal,ZO,0.74674807,3.36e-10,TRUE,TRUE,NA,0.0834347485594283,0.07228650357048876,0.221,NA
2,39,Rectifier,2,0.233369007,0.064011139,Uniform,ZO,0.731696012,3.27e-10,TRUE,TRUE,NA,0.09309901527103395,0.10911962402962708,0.106,NA
2,40,Tanh,2,0.261271864,0.089347677,Uniform,PM.5,0.777267527,3.78e-10,TRUE,TRUE,NA,0.007714336791077102,0.006581871573181677,0.451,NA
2,41,Tanh,3,0.308381563,0.150620519,UniformAdaptive,PM.5,0.754669029,3.57e-10,FALSE,TRUE,NA,0.009165959374278467,0.006965991678415553,0.311,NA
2,42,Rectifier,3,0.277223577,0.12490238,UniformAdaptive,PM1,0.745478574,4.02e-10,FALSE,TRUE,NA,0.5628033406768538,0.49233674960853574,0.078,NA
2,43,Rectifier,2,0.2709629,0.168038681,Normal,ZO,0.741709076,3.08e-10,TRUE,TRUE,NA,0.058081231125538986,0.06752325402892531,0.21,NA
2,44,Rectifier,2,0.314499366,0.009704618,UniformAdaptive,ZO,0.723769647,3.99e-10,FALSE,TRUE,NA,0.08993914991455781,0.10327402068789567,0.098,NA
2,45,Rectifier,2,0.279495886,0.033949269,Uniform,ZO,0.734742532,2.86e-10,TRUE,TRUE,NA,0.025719135743038052,0.03172010439904142,0.446,NA
2,46,Tanh,2,0.21807274200000001,0.161463052,Normal,PM1,0.832163196,3.92e-10,FALSE,TRUE,NA,0.04337199120844642,0.038548668595758714,0.479,NA
2,47,Tanh,2,0.203805526,0.071904018,Normal,PM1,0.842329982,3.81e-10,FALSE,TRUE,NA,0.03227574386930478,0.025854917496127696,0.516,NA
2,48,Rectifier,2,0.246114197,0.084285427,Normal,PM.5,0.81145047,2.95e-10,FALSE,TRUE,NA,0.17717077106184645,0.174509111927743,0.117,NA
2,49,Rectifier,1,0.162150462,0.046056138,Normal,PM1,0.824924821,3.9e-10,TRUE,TRUE,NA,0.5823703033278611,0.5180422037819127,0.173,NA
2,50,Rectifier,3,0.272569602,0.109850039,UniformAdaptive,PM1,0.846383539,2.59e-10,FALSE,TRUE,NA,0.5562756642019521,0.5226677447354952,0.085,NA
2,51,Rectifier,2,0.295565408,0.028686867,Uniform,PM.5,0.845006946,2.06e-10,TRUE,TRUE,NA,0.15044686456487244,0.13469476447051107,0.118,NA
2,52,Rectifier,3,0.330219491,0.008827969,Uniform,PM1,0.809719416,2.42e-10,TRUE,TRUE,NA,0.5242598544341476,0.44787628165386595,0.313,NA
2,53,Tanh,2,0.304398691,0.075446084,Uniform,PM1,0.829286173,3.22e-10,TRUE,TRUE,NA,0.03966674105336039,0.034436122026928244,0.479,NA
2,54,Tanh,3,0.296139428,0.322350395,Uniform,PM1,0.763611983,3.89e-10,FALSE,TRUE,NA,0.08133230916269323,0.08013143256088565,0.496,NA
2,55,Tanh,3,0.328424359,0.329623445,Normal,ZO,0.729166447,3.3e-10,FALSE,TRUE,NA,0.08824903629012927,0.07927219846815367,0.381,NA
2,56,Rectifier,1,0.251747639,0.278292888,Uniform,ZO,0.723629156,2.76e-10,TRUE,TRUE,NA,0.2267668747570471,0.17471346486924647,0.063,NA
2,57,Rectifier,2,0.306210365,0.259856701,Uniform,ZO,0.772255652,2.48e-10,FALSE,TRUE,NA,0.1110435463071728,0.10495319494626998,0.119,NA
2,58,Tanh,2,0.197309295,0.306804948,Normal,PM1,0.769486227,3.48e-10,FALSE,TRUE,NA,0.09160589279756387,0.10954617293220642,0.463,NA
2,59,Rectifier,2,0.267598535,0.224759702,UniformAdaptive,ZO,0.730706796,3.71e-10,FALSE,TRUE,NA,0.07531496209665929,0.08522898419958845,0.174,NA
2,60,Tanh,2,0.333845217,0.216242529,Normal,PM1,0.744129847,2.88e-10,TRUE,TRUE,NA,0.10567951403141886,0.11877376164625988,0.497,NA
2,61,Rectifier,1,0.325196842,0.126121472,UniformAdaptive,PM1,0.782130031,3.29e-10,FALSE,TRUE,NA,0.6076528402480671,0.5477553714922003,0.102,NA
2,62,Tanh,1,0.283626193,0.191460016,Normal,PM.5,0.772832811,3.34e-10,FALSE,TRUE,NA,0.07448648135413925,0.06011879485297386,0.429,NA
2,63,Tanh,1,0.297062246,0.20188893,UniformAdaptive,PM1,0.793182978,2.77e-10,TRUE,TRUE,NA,0.22312026012630867,0.2774735883572378,0.436,NA
2,64,Tanh,2,0.315264324,0.18431573,UniformAdaptive,PM.5,0.761489151,2.25e-10,FALSE,TRUE,NA,0.03153758556947148,0.03872837319595188,0.487,NA
2,65,Rectifier,3,0.287412271,0.145350442,Normal,PM1,0.817990466,3.03e-10,TRUE,TRUE,NA,0.5842422170218815,0.49259775559996166,0.233,NA
2,66,Tanh,3,0.250243136,0.197388629,Normal,PM.5,0.755826766,1.96e-10,FALSE,TRUE,NA,0.01096350241299265,0.009486285714727021,0.526,NA
2,67,Tanh,2,0.210673984,0.223639906,Uniform,PM1,0.765733458,2.82e-10,FALSE,TRUE,NA,0.044513711380991486,0.039363162605671416,0.483,NA
2,68,Rectifier,2,0.241811422,0.132386072,Normal,PM1,0.771504427,2.28e-10,TRUE,TRUE,NA,0.7375417032115791,0.5984446938320372,0.279,NA
2,69,Tanh,3,0.293243564,0.159062774,Normal,PM.5,0.725622444,2.53e-10,TRUE,TRUE,NA,0.045145361149153754,0.046947792208952746,0.51,NA
2,70,Rectifier,3,0.214975547,0.284495125,UniformAdaptive,PM1,0.804867807,8.5e-11,TRUE,TRUE,NA,0.5729778582519881,0.4937497840789369,0.216,NA
2,71,Rectifier,1,0.246674383,0.235390901,Normal,ZO,0.768205425,7.52e-11,TRUE,TRUE,NA,0.27897727911884374,0.2421218420164654,0.079,NA
2,72,Rectifier,1,0.280264738,0.212185917,Uniform,PM.5,0.779517395,1.16e-10,TRUE,TRUE,NA,0.16375578006226896,0.13653917148925668,0.104,NA
2,73,Tanh,3,0.25718093400000003,0.244640403,UniformAdaptive,PM.5,0.81372085,1.53e-10,TRUE,TRUE,NA,0.008502553389379436,0.008055598832354108,0.508,NA
2,74,Rectifier,3,0.305670405,0.322841679,Uniform,ZO,0.811972994,1.07e-10,FALSE,TRUE,NA,0.13243562564738698,0.12475766787744651,0.168,NA
2,75,Rectifier,2,0.269814291,0.335708204,UniformAdaptive,PM.5,0.836101297,1.01e-10,FALSE,TRUE,NA,0.15086515569151202,0.13542111941239307,0.124,NA
2,76,Rectifier,1,0.243798009,0.309166041,Uniform,PM.5,0.840121957,1.73e-10,FALSE,TRUE,NA,0.13880276386350227,0.11628565012818377,0.069,NA
2,77,Rectifier,1,0.262782473,0.302477063,UniformAdaptive,PM.5,0.759296029,1.32e-10,FALSE,TRUE,NA,0.1391217311800161,0.1280152709814245,0.221,NA
2,78,Tanh,3,0.33571367,0.266266555,Uniform,PM1,0.732181252,1.12e-10,TRUE,TRUE,NA,0.05360670026291109,0.051168304165513614,0.498,NA
2,79,Tanh,2,0.286877386,0.243089932,Normal,PM.5,0.739635265,1.84e-10,FALSE,TRUE,NA,0.05000454385218428,0.05843991361934685,0.511,NA
2,80,Tanh,2,0.217228794,0.333332518,Uniform,PM.5,0.737813339,2.3e-10,FALSE,TRUE,NA,0.015089174149157284,0.0141665033283646,0.408,NA
2,81,Rectifier,1,0.272373258,0.277399333,Uniform,PM.5,0.781740699,1.89e-10,FALSE,TRUE,NA,0.15086515569151202,0.13542111941239307,0.05,NA
2,82,Rectifier,3,0.207412345,0.193604154,Uniform,PM1,0.727369236,1.21e-10,FALSE,TRUE,NA,0.4865454957852437,0.4258813534000404,0.172,NA
2,83,Tanh,3,0.195239182,0.152114499,UniformAdaptive,PM1,0.746465818,1.75e-10,TRUE,TRUE,NA,0.029023568550215057,0.02415052524588572,0.557,NA
2,84,Rectifier,1,0.299882101,0.229806681,Uniform,ZO,0.747571682,9.08e-11,FALSE,TRUE,NA,0.13781619302122283,0.1333586054754274,0.079,NA
2,85,Tanh,3,0.316402,0.102848716,UniformAdaptive,PM1,0.729829941,1.68e-10,FALSE,TRUE,NA,0.03286176709482611,0.029699499190529798,0.511,NA
2,86,Tanh,3,0.313927439,0.158449981,Uniform,ZO,0.775771737,1.38e-10,TRUE,TRUE,NA,0.0576471586605482,0.06854869477800357,0.406,NA
2,87,Tanh,3,0.30919751,0.087985468,Uniform,ZO,0.751388792,1.18e-10,FALSE,TRUE,NA,0.01811518729444687,0.019185247619574314,0.496,NA
2,88,Tanh,3,0.19807148,0.102631475,UniformAdaptive,ZO,0.753927922,8.08e-11,TRUE,TRUE,NA,0.015646733694603846,0.014974555904497307,0.542,NA
2,89,Tanh,2,0.238609608,0.003218733,Uniform,ZO,0.725426111,1.03e-10,TRUE,TRUE,NA,0.015773160441770934,0.016102149637673414,0.472,NA
2,90,Rectifier,3,0.252039164,0.121571952,Normal,PM1,0.741261107,1.4e-10,FALSE,TRUE,NA,0.5355974805813393,0.48262863321543686,0.36,NA
2,91,Rectifier,3,0.318700553,0.026943386,Normal,ZO,0.757831737,9.31e-11,TRUE,TRUE,NA,0.15325070933423232,0.18042542051060365,0.401,NA
2,92,Rectifier,3,0.224316756,0.022441269,Normal,PM.5,0.750185382,2.51e-10,TRUE,TRUE,NA,0.14460000744281068,0.12810751622617175,0.097,NA
2,93,Rectifier,3,0.323857638,0.018026943,UniformAdaptive,PM1,0.73304997,1.91e-10,FALSE,TRUE,NA,0.592205041747931,0.5259070366778078,0.118,NA
2,94,Tanh,1,0.092985675,0.217195412,Uniform,ZO,0.724687592,1.63e-10,FALSE,TRUE,NA,0.0619907201203735,0.07879223668111193,0.402,NA
2,95,Tanh,1,0.09700967,0.290767498,Uniform,PM1,0.73478631,8.94e-11,TRUE,TRUE,NA,0.3546735453197049,0.2975825363777808,0.345,NA
2,96,Tanh,3,0.166750119,0.334645368,Normal,ZO,0.773192955,1.28e-10,TRUE,TRUE,NA,0.046628235995709096,0.053957304136269243,0.497,NA
2,97,Tanh,3,0.076953423,0.263804169,Normal,PM.5,0.748144571,1.7e-10,FALSE,TRUE,NA,0.00975809767289022,0.009516127202575374,0.488,NA
2,98,Tanh,2,0.007195482,0.328689778,Uniform,PM.5,0.744331563,1.11e-10,FALSE,TRUE,NA,0.02391012299463139,0.0231176005830976,0.491,NA
2,99,Rectifier,1,0.030262817,0.239502971,UniformAdaptive,PM1,0.758681665,1.21e-10,TRUE,TRUE,NA,0.5592754534150309,0.5248923121367108,0.08,NA
2,100,Rectifier,1,0.070456369,0.293034807,Normal,ZO,0.770068883,1.48e-10,TRUE,TRUE,NA,0.23806208627056585,0.14672987910741456,0.108,NA
2,101,Tanh,2,0.023827485,0.081320089,Uniform,PM1,0.740988204,2.31e-10,TRUE,TRUE,NA,0.030938998065141728,0.026850630436342268,0.503,NA
2,102,Tanh,1,0.037788492,0.136879671,UniformAdaptive,ZO,0.732951677,1.55e-10,FALSE,TRUE,NA,0.06563021676217742,0.07315814542740733,0.235,NA
2,103,Rectifier,3,0.15054138,0.114132602,UniformAdaptive,PM.5,0.736683654,9.98e-11,FALSE,TRUE,NA,0.14764257773898162,0.13117872295510324,0.074,NA
2,104,Tanh,1,0.022001128,0.18040963,Uniform,PM1,0.745316199,7.56e-11,FALSE,TRUE,NA,0.31224085855139094,0.31563842946304804,0.477,NA
2,105,Rectifier,2,0.085763113,0.140146068,UniformAdaptive,PM1,0.750054709,8.69e-11,FALSE,TRUE,NA,0.5858579885097057,0.5128517825964678,0.31,NA
2,106,Tanh,1,0.051390811,0.029900279,UniformAdaptive,ZO,0.738599904,1.38e-10,TRUE,TRUE,NA,0.13758987889175792,0.14241558323817696,0.126,NA
2,107,Tanh,3,0.078464449,0.14581472,Uniform,PM.5,0.768858964,2.19e-10,TRUE,TRUE,NA,0.00786704925126421,0.006648687525394595,0.354,NA
2,108,Rectifier,3,0.012585897,0.160712532,UniformAdaptive,PM.5,0.790260552,9.11e-11,FALSE,TRUE,NA,0.15189801289994326,0.13630884368601626,0.132,NA
2,109,Rectifier,2,0.077988378,0.060835595,UniformAdaptive,ZO,0.784021651,1.11e-10,TRUE,TRUE,NA,0.08205696873597712,0.09099020790982361,0.183,NA
2,110,Tanh,1,0.047735845,0.117941275,UniformAdaptive,ZO,0.807281954,7.72e-11,TRUE,TRUE,NA,0.10456553489949243,0.10048712125263,0.163,NA
2,111,Tanh,3,0.123487848,0.174436401,Uniform,PM.5,0.769599435,9.7e-11,TRUE,TRUE,NA,0.011183404397854603,0.010264936019299465,0.502,NA
2,112,Tanh,2,0.128584183,0.153930977,Uniform,PM1,0.796744854,1.3e-10,FALSE,TRUE,NA,0.056587312530000836,0.05492402982492176,0.502,NA
2,113,Rectifier,3,0.234042101,0.164192177,Normal,ZO,0.808371641,1.79e-10,TRUE,TRUE,NA,0.1183338243601642,0.12486705577018156,0.233,NA
2,114,Tanh,2,0.177951307,0.095634602,UniformAdaptive,PM1,0.726258956,2.13e-10,TRUE,TRUE,NA,0.05918762317462068,0.06193058771751295,0.484,NA
2,115,Rectifier,1,0.097445127,0.120005724,UniformAdaptive,PM1,0.757621197,1.8e-10,FALSE,TRUE,NA,0.5524778604598883,0.5244860651454446,0.314,NA
2,116,Rectifier,3,0.163531544,0.065103955,UniformAdaptive,PM1,0.768730824,1.64e-10,FALSE,TRUE,NA,0.48360420847550445,0.44047375245223735,0.195,NA
2,117,Rectifier,3,0.156944267,0.138050799,Uniform,PM.5,0.778973178,2.43e-10,TRUE,TRUE,NA,0.13022171875526664,0.1204466229804902,0.146,NA
2,118,Rectifier,1,0.100986271,0.0260673,UniformAdaptive,PM1,0.727187911,2.25e-10,FALSE,TRUE,NA,0.5533017591331232,0.4954799914485054,0.042,NA
2,119,Tanh,2,0.114011347,0.045238874,UniformAdaptive,PM.5,0.744485668,2.41e-10,FALSE,TRUE,NA,0.05283543766686065,0.0594007589468211,0.203,NA
2,120,Tanh,3,0.11943753,0.030760631,Normal,PM.5,0.788025239,2e-10,TRUE,TRUE,NA,0.006983407495146462,0.005559252665178715,0.491,NA
2,121,Tanh,3,0.062831297,0.002688875,Uniform,PM.5,0.749307558,2.1e-10,TRUE,TRUE,NA,0.006321646026083676,0.00546846975567597,0.496,NA
2,122,Tanh,2,0.084572924,0.324154993,Normal,ZO,0.842527253,3.35e-10,TRUE,TRUE,NA,0.12193516089944603,0.09229890877609903,0.103,NA
2,123,Rectifier,2,0.121593658,0.335220696,Normal,PM.5,0.813482758,3.24e-10,FALSE,TRUE,NA,0.15419836975441245,0.13542111941239307,0.102,NA
2,124,Rectifier,3,0.088853192,0.256790583,Uniform,PM1,0.805994939,3.15e-10,TRUE,TRUE,NA,0.5493651970754209,0.5089162776202637,0.195,NA
2,125,Tanh,1,0.015096976,0.244003413,Normal,PM.5,0.834316748,3.4e-10,FALSE,TRUE,NA,0.05823881677289996,0.0736011650782402,0.409,NA
2,126,Rectifier,2,0.205528828,0.329448992,UniformAdaptive,PM1,0.830201236,2.91e-10,TRUE,TRUE,NA,0.5456818819046979,0.5023721178153017,0.247,NA
2,127,Rectifier,1,0.225094209,0.241835164,Normal,PM1,0.843611163,2.97e-10,FALSE,TRUE,NA,0.5529035405775887,0.5220672914104778,0.228,NA
2,128,Rectifier,2,0.20308236,0.271581902,Normal,ZO,0.816965093,3.37e-10,FALSE,TRUE,NA,0.13891513658767976,0.12104413286890454,0.124,NA
2,129,Tanh,2,0.17408965,0.214628042,Normal,PM1,0.812520747,3.56e-10,FALSE,TRUE,NA,0.10382877527475352,0.11991814812462913,0.492,NA
2,130,Rectifier,1,0.332101627,0.326067488,Uniform,PM.5,0.78661091,1.78e-10,FALSE,TRUE,NA,0.14943018481520723,0.1333904706679056,0.127,NA
2,131,Rectifier,2,0.237361217,0.337419269,UniformAdaptive,PM.5,0.784533753,3.05e-10,TRUE,TRUE,NA,0.14613842059791968,0.1337039722864037,0.066,NA
2,132,Tanh,3,0.313411555,0.279816414,Uniform,ZO,0.82287884,2.94e-10,FALSE,TRUE,NA,0.022529760175304933,0.024092446509714215,0.452,NA
2,133,Rectifier,1,0.281249253,0.300353698,Normal,PM1,0.825729292,2.17e-10,FALSE,TRUE,NA,0.5641606848165467,0.5336043978787675,0.086,NA
2,134,Tanh,1,0.236111806,0.195267553,Uniform,PM1,0.821518499,2.71e-10,FALSE,TRUE,NA,0.31081878242035776,0.2371097603719936,0.329,NA
2,135,Tanh,3,0.228971887,0.208716041,Uniform,PM1,0.806193512,3.95e-10,FALSE,TRUE,NA,0.03722526391577645,0.03177278361971326,0.528,NA
2,136,Tanh,1,0.317636807,0.174263134,UniformAdaptive,PM.5,0.835966102,3.46e-10,FALSE,TRUE,NA,0.05475015130514212,0.06738170949026158,0.191,NA
2,137,Rectifier,2,0.335125725,0.18321793,Uniform,PM1,0.819102969,3.73e-10,TRUE,TRUE,NA,0.5884356607356876,0.5181533246228288,0.072,NA
2,138,Rectifier,1,0.337415183,0.2611769,Normal,PM.5,0.785881571,3.86e-10,TRUE,TRUE,NA,0.15378341373006152,0.1341202392057635,0.09,NA
2,139,Tanh,1,0.291354059,0.281709352,UniformAdaptive,ZO,0.845292749,3.77e-10,FALSE,TRUE,NA,0.060188435402232794,0.07339526056640959,0.31,NA
2,140,Tanh,2,0.26385223,0.330794628,UniformAdaptive,PM1,0.809140225,4.03e-10,TRUE,TRUE,NA,0.05949142043660864,0.05658645954214616,0.497,NA
2,141,Rectifier,3,0.288622071,0.315175903,UniformAdaptive,PM.5,0.797550102,3.16e-10,FALSE,TRUE,NA,0.15105470239992763,0.135418156069557,0.081,NA
2,142,Rectifier,3,0.184620706,0.197080773,Normal,ZO,0.827589594,8.9e-11,TRUE,TRUE,NA,0.09731134656136123,0.08636966466235477,0.149,NA
2,143,Tanh,3,0.217657283,0.259310658,UniformAdaptive,PM1,0.846823623,1.35e-10,FALSE,TRUE,NA,0.03611110764729404,0.03143627387334602,0.524,NA
2,144,Rectifier,1,0.115541196,0.198571968,UniformAdaptive,ZO,0.842200689,1.44e-10,FALSE,TRUE,NA,0.06728670029053792,0.0794169168143086,0.246,NA
2,145,Tanh,3,0.053281516,0.217947508,UniformAdaptive,ZO,0.845345087,9.82e-11,TRUE,TRUE,NA,0.016093566024252076,0.015299661422932634,0.481,NA
2,146,Rectifier,3,0.135402742,0.241071989,Normal,PM1,0.832618953,1.6e-10,TRUE,TRUE,NA,0.5504833375080717,0.5214985563889938,0.32,NA
2,147,Rectifier,3,0.017818591,0.191076907,Normal,PM.5,0.816205793,1.69e-10,FALSE,TRUE,NA,0.17790885141236984,0.14626723806861502,0.114,NA
2,148,Rectifier,1,0.110793503,0.288033965,Uniform,PM.5,0.828218117,1.13e-10,TRUE,TRUE,NA,0.17916325935617716,0.14331254095924587,0.042,NA
2,149,Rectifier,2,0.240859882,0.253843303,Uniform,ZO,0.824050096,8.01e-11,FALSE,TRUE,NA,0.12432331051665604,0.12911506793445027,0.204,NA
2,150,Rectifier,3,0.148372558,0.311506257,UniformAdaptive,PM.5,0.788735384,9.29e-11,FALSE,TRUE,NA,0.15038992028492068,0.13527654802183478,0.087,NA
2,151,Rectifier,2,0.07362335,0.24134645,UniformAdaptive,ZO,0.797929361,9.41e-11,TRUE,TRUE,NA,0.049835601082230896,0.056203183827342726,0.352,NA
2,152,Rectifier,2,0.067763761,0.265771422,Uniform,PM1,0.82449173,2.65e-10,FALSE,TRUE,NA,0.5811290005598417,0.5213727577828888,0.143,NA
2,153,Tanh,1,0.002527009,0.276205873,Uniform,ZO,0.836434792,1.24e-10,TRUE,TRUE,NA,0.13366487907058777,0.14367578842771497,0.093,NA
2,154,Rectifier,1,0.032249856,0.33796355300000003,Normal,PM1,0.843441309,1.79e-10,FALSE,TRUE,NA,0.5325034076284241,0.4430892690503646,0.355,NA
2,155,Rectifier,1,0.086925124,0.180833119,Normal,ZO,0.793719628,2.34e-10,FALSE,TRUE,NA,0.12645185888950627,0.14163921560818793,0.083,NA
2,156,Tanh,1,0.065531122,0.245152467,UniformAdaptive,PM.5,0.78109644600000006,2.02e-10,TRUE,TRUE,NA,0.05852159423265993,0.07512922415291406,0.256,NA
2,157,Rectifier,2,0.102522635,0.227469494,Uniform,PM1,0.791159629,1.86e-10,FALSE,TRUE,NA,0.7497945022035962,0.572669259278947,0.057,NA
2,158,Tanh,1,0.151750836,0.255080859,UniformAdaptive,PM.5,0.76044548,1.56e-10,TRUE,TRUE,NA,0.057134630403519675,0.07090201744291649,0.42,NA
2,159,Tanh,1,0.003141959,0.302350366,UniformAdaptive,PM1,0.805473688,2.4e-10,TRUE,TRUE,NA,0.34267699807267815,0.31380068526264815,0.154,NA
2,160,Tanh,1,0.023371615,0.309528844,Normal,PM.5,0.800563291,1.42e-10,TRUE,TRUE,NA,0.0766905932355673,0.07127090169934831,0.252,NA
2,161,Tanh,2,0.159012087,0.292579836,UniformAdaptive,ZO,0.81613569,2.49e-10,TRUE,TRUE,NA,0.01857352407365377,0.018632970008576655,0.443,NA
2,162,Tanh,3,0.099524957,0.307929384,Uniform,PM.5,0.810724101,2.84e-10,TRUE,TRUE,NA,0.010248658373770446,0.00908000026582502,0.413,NA
2,163,Tanh,3,0.181783027,0.304342626,UniformAdaptive,PM.5,0.79292991,1.7e-10,TRUE,TRUE,NA,0.01266016998626451,0.011796417714423489,0.363,NA
2,164,Tanh,2,0.19123417,0.31446413,Normal,PM.5,0.837400097,2.22e-10,TRUE,TRUE,NA,0.0538496844112263,0.0661503493994065,0.457,NA
2,165,Tanh,1,0.198276644,0.217687372,UniformAdaptive,PM.5,0.802660504,2.61e-10,FALSE,TRUE,NA,0.055967252668846654,0.07055486344150089,0.319,NA
2,166,Tanh,3,0.168951848,0.272689048,Uniform,ZO,0.756840107,2.55e-10,FALSE,TRUE,NA,0.022809994020702332,0.025253295171630816,0.511,NA
2,167,Rectifier,3,0.005503013,0.112569951,Uniform,ZO,0.825875841,1.46e-10,FALSE,TRUE,NA,0.011158238384886452,0.011968206854745906,0.453,NA
2,168,Rectifier,2,0.093448038,0.076587087,Normal,PM.5,0.843869761,2.18e-10,TRUE,TRUE,NA,0.15054546415118852,0.13293580059452573,0.067,NA
2,169,Tanh,1,0.072723771,0.20457302,UniformAdaptive,PM1,0.835677808,2.06e-10,TRUE,TRUE,NA,0.36270709052300787,0.2854258937094262,0.163,NA
