Subset_Split,Design_Point,Activation_Function,Number_Neurons,Input_DO_Rate,Hidden_DO_Rate,Initial_Weight_Dist,Data_Scale,Rho,Epsilon,Shuffle_Train_Data,Y
3,122,Tanh,2,0.084572924,0.324154993,Normal,ZO,0.842527253,3.35E-10,TRUE,
3,123,Rectifier,2,0.121593658,0.335220696,Normal,PM.5,0.813482758,3.24E-10,FALSE,
3,124,Rectifier,3,0.088853192,0.256790583,Uniform,PM1,0.805994939,3.15E-10,TRUE,
3,125,Tanh,1,0.015096976,0.244003413,Normal,PM.5,0.834316748,3.40E-10,FALSE,
3,126,Rectifier,2,0.205528828,0.329448992,UniformAdaptive,PM1,0.830201236,2.91E-10,TRUE,
3,127,Rectifier,1,0.225094209,0.241835164,Normal,PM1,0.843611163,2.97E-10,FALSE,
3,128,Rectifier,2,0.20308236,0.271581902,Normal,ZO,0.816965093,3.37E-10,FALSE,
3,129,Tanh,2,0.17408965,0.214628042,Normal,PM1,0.812520747,3.56E-10,FALSE,
3,130,Rectifier,1,0.332101627,0.326067488,Uniform,PM.5,0.78661091,1.78E-10,FALSE,
3,131,Rectifier,2,0.237361217,0.337419269,UniformAdaptive,PM.5,0.784533753,3.05E-10,TRUE,
3,132,Tanh,3,0.313411555,0.279816414,Uniform,ZO,0.82287884,2.94E-10,FALSE,
3,133,Rectifier,1,0.281249253,0.300353698,Normal,PM1,0.825729292,2.17E-10,FALSE,
3,134,Tanh,1,0.236111806,0.195267553,Uniform,PM1,0.821518499,2.71E-10,FALSE,
3,135,Tanh,3,0.228971887,0.208716041,Uniform,PM1,0.806193512,3.95E-10,FALSE,
3,136,Tanh,1,0.317636807,0.174263134,UniformAdaptive,PM.5,0.835966102,3.46E-10,FALSE,
3,137,Rectifier,2,0.335125725,0.18321793,Uniform,PM1,0.819102969,3.73E-10,TRUE,
3,138,Rectifier,1,0.337415183,0.2611769,Normal,PM.5,0.785881571,3.86E-10,TRUE,
3,139,Tanh,1,0.291354059,0.281709352,UniformAdaptive,ZO,0.845292749,3.77E-10,FALSE,
3,140,Tanh,2,0.26385223,0.330794628,UniformAdaptive,PM1,0.809140225,4.03E-10,TRUE,
3,141,Rectifier,3,0.288622071,0.315175903,UniformAdaptive,PM.5,0.797550102,3.16E-10,FALSE,
3,142,Rectifier,3,0.184620706,0.197080773,Normal,ZO,0.827589594,8.90E-11,TRUE,
3,143,Tanh,3,0.217657283,0.259310658,UniformAdaptive,PM1,0.846823623,1.35E-10,FALSE,
3,144,Rectifier,1,0.115541196,0.198571968,UniformAdaptive,ZO,0.842200689,1.44E-10,FALSE,
3,145,Tanh,3,0.053281516,0.217947508,UniformAdaptive,ZO,0.845345087,9.82E-11,TRUE,
3,146,Rectifier,3,0.135402742,0.241071989,Normal,PM1,0.832618953,1.60E-10,TRUE,
3,147,Rectifier,3,0.017818591,0.191076907,Normal,PM.5,0.816205793,1.69E-10,FALSE,
3,148,Rectifier,1,0.110793503,0.288033965,Uniform,PM.5,0.828218117,1.13E-10,TRUE,
3,149,Rectifier,2,0.240859882,0.253843303,Uniform,ZO,0.824050096,8.01E-11,FALSE,
3,150,Rectifier,3,0.148372558,0.311506257,UniformAdaptive,PM.5,0.788735384,9.29E-11,FALSE,
3,151,Rectifier,2,0.07362335,0.24134645,UniformAdaptive,ZO,0.797929361,9.41E-11,TRUE,
3,152,Rectifier,2,0.067763761,0.265771422,Uniform,PM1,0.82449173,2.65E-10,FALSE,
3,153,Tanh,1,0.002527009,0.276205873,Uniform,ZO,0.836434792,1.24E-10,TRUE,
3,154,Rectifier,1,0.032249856,0.337963553,Normal,PM1,0.843441309,1.79E-10,FALSE,
3,155,Rectifier,1,0.086925124,0.180833119,Normal,ZO,0.793719628,2.34E-10,FALSE,
3,156,Tanh,1,0.065531122,0.245152467,UniformAdaptive,PM.5,0.781096446,2.02E-10,TRUE,
3,157,Rectifier,2,0.102522635,0.227469494,Uniform,PM1,0.791159629,1.86E-10,FALSE,
3,158,Tanh,1,0.151750836,0.255080859,UniformAdaptive,PM.5,0.76044548,1.56E-10,TRUE,
3,159,Tanh,1,0.003141959,0.302350366,UniformAdaptive,PM1,0.805473688,2.40E-10,TRUE,
3,160,Tanh,1,0.023371615,0.309528844,Normal,PM.5,0.800563291,1.42E-10,TRUE,
3,161,Tanh,2,0.159012087,0.292579836,UniformAdaptive,ZO,0.81613569,2.49E-10,TRUE,
3,162,Tanh,3,0.099524957,0.307929384,Uniform,PM.5,0.810724101,2.84E-10,TRUE,
3,163,Tanh,3,0.181783027,0.304342626,UniformAdaptive,PM.5,0.79292991,1.70E-10,TRUE,
3,164,Tanh,2,0.19123417,0.31446413,Normal,PM.5,0.837400097,2.22E-10,TRUE,
3,165,Tanh,1,0.198276644,0.217687372,UniformAdaptive,PM.5,0.802660504,2.61E-10,FALSE,
3,166,Tanh,3,0.168951848,0.272689048,Uniform,ZO,0.756840107,2.55E-10,FALSE,
3,167,Rectifier,3,0.005503013,0.112569951,Uniform,ZO,0.825875841,1.46E-10,FALSE,
3,168,Rectifier,2,0.093448038,0.076587087,Normal,PM.5,0.843869761,2.18E-10,TRUE,
3,169,Tanh,1,0.072723771,0.20457302,UniformAdaptive,PM1,0.835677808,2.06E-10,TRUE,
3,170,Tanh,1,0.00462694,0.156580324,Normal,ZO,0.844876508,2.84E-10,FALSE,
3,171,Tanh,1,0.044837485,0.014671196,Normal,ZO,0.81877988,1.64E-10,TRUE,
3,172,Tanh,3,0.079952387,0.012068965,UniformAdaptive,ZO,0.827138205,2.38E-10,FALSE,
3,173,Rectifier,1,0.068100521,0.038875435,Normal,PM.5,0.798526537,3.01E-10,TRUE,
3,174,Rectifier,1,0.007684752,0.019957259,Uniform,PM.5,0.782959769,2.28E-10,FALSE,
3,175,Rectifier,1,0.131798656,0.136321112,Uniform,PM1,0.840593653,3.31E-10,TRUE,
3,176,Tanh,2,0.112988754,0.142352108,Uniform,ZO,0.833235509,2.53E-10,TRUE,
3,177,Tanh,2,0.042121397,0.201408392,Uniform,PM1,0.811609284,2.44E-10,FALSE,
3,178,Rectifier,3,0.17047214,0.076969034,Normal,PM.5,0.787314768,2.89E-10,FALSE,
3,179,Tanh,2,0.20181987,0.117457832,Normal,ZO,0.823538907,2.34E-10,FALSE,
3,180,Rectifier,2,0.138495188,0.023302102,Uniform,PM.5,0.81503627,2.77E-10,TRUE,
3,181,Rectifier,2,0.143682313,0.091198372,Normal,ZO,0.801329163,2.24E-10,FALSE,
3,182,Rectifier,2,0.125335963,0.035700698,Uniform,PM1,0.837581743,3.58E-10,TRUE,
3,183,Rectifier,2,0.036549332,0.055247915,Uniform,ZO,0.845735454,3.19E-10,FALSE,
3,184,Tanh,3,0.028316522,0.031061953,Uniform,PM1,0.829608744,3.73E-10,TRUE,
3,185,Tanh,2,0.181339533,0.003490665,Normal,PM1,0.803875771,3.63E-10,FALSE,
3,186,Rectifier,2,0.003768874,0.07841787,Uniform,PM.5,0.794586814,4.01E-10,TRUE,
3,187,Tanh,2,0.109421986,0.073960553,UniformAdaptive,PM.5,0.773501207,3.37E-10,TRUE,
3,188,Tanh,2,0.068826227,0.171291965,UniformAdaptive,PM.5,0.844242396,3.61E-10,TRUE,
3,189,Tanh,1,0.050105576,0.122570563,UniformAdaptive,PM1,0.788374651,3.69E-10,TRUE,
3,190,Tanh,2,0.055525844,0.18566474,UniformAdaptive,ZO,0.804441455,3.83E-10,FALSE,
3,191,Rectifier,2,0.019807541,0.146968795,UniformAdaptive,PM.5,0.805011902,3.25E-10,TRUE,
3,192,Tanh,3,0.030868543,0.093515846,Normal,ZO,0.809886668,1.88E-10,TRUE,
3,193,Rectifier,3,0.268126628,0.004707163,UniformAdaptive,PM.5,0.776206236,1.76E-10,TRUE,
3,194,Tanh,1,0.337618312,0.041816382,Uniform,ZO,0.800311371,1.49E-10,TRUE,
3,195,Rectifier,3,0.326808592,0.067728713,Normal,PM.5,0.792277157,1.96E-10,FALSE,
3,196,Tanh,2,0.183745386,0.014004676,UniformAdaptive,ZO,0.780842849,7.30E-11,TRUE,
3,197,Rectifier,2,0.255977691,0.048298496,Normal,PM.5,0.766546679,1.09E-10,FALSE,
3,198,Rectifier,3,0.230508134,0.058171902,UniformAdaptive,ZO,0.791591637,8.23E-11,FALSE,
3,199,Rectifier,3,0.189608254,0.035402316,Normal,PM1,0.810223817,1.14E-10,FALSE,
3,200,Rectifier,2,0.306665123,0.120225317,UniformAdaptive,PM.5,0.841520263,1.55E-10,TRUE,
